type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
Total	16894	2999	4265	2558	0.1508	0.3749	0.2151	0	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	14657	2047	2333	1606	0.1225	0.4077	0.1884	0	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	2237	952	1932	952	0.2985	0.3301	0.3135	0	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	16835	2967	4292	2531	0.1498	0.371	0.2134	2	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	14612	2019	2356	1583	0.1214	0.4019	0.1865	2	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	2223	948	1936	948	0.299	0.3287	0.3131	2	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	16820	2959	4300	2523	0.1496	0.3698	0.213	3	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	14597	2011	2364	1575	0.1211	0.3998	0.1859	3	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	2223	948	1936	948	0.299	0.3287	0.3131	3	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	16658	2932	4325	2498	0.1497	0.3661	0.2125	4	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	14494	1989	2384	1555	0.1207	0.3948	0.1849	4	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	2164	943	1941	943	0.3035	0.327	0.3148	4	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	16639	2925	4332	2491	0.1495	0.3651	0.2121	5	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	14475	1983	2390	1549	0.1205	0.3932	0.1845	5	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	2164	942	1942	942	0.3033	0.3266	0.3145	5	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	16509	2889	4363	2460	0.1489	0.3605	0.2108	7	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	14388	1953	2415	1524	0.1195	0.3869	0.1826	7	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	2121	936	1948	936	0.3062	0.3245	0.3151	7	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	15617	2770	4460	2363	0.1506	0.3463	0.2099	10	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	13574	1848	2498	1441	0.1198	0.3658	0.1805	10	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	2043	922	1962	922	0.311	0.3197	0.3153	10	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	15597	2761	4469	2354	0.1504	0.345	0.2095	12	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	13554	1839	2507	1432	0.1195	0.3635	0.1799	12	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	2043	922	1962	922	0.311	0.3197	0.3153	12	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	14650	2650	4556	2267	0.1532	0.3323	0.2097	14	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	12670	1741	2581	1358	0.1208	0.3448	0.1789	14	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	1980	909	1975	909	0.3146	0.3152	0.3149	14	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	12834	2434	4734	2089	0.1594	0.3062	0.2097	21	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	10985	1575	2709	1230	0.1254	0.3123	0.1789	21	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	1849	859	2025	859	0.3172	0.2979	0.3072	21	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	11222	2222	4917	1906	0.1653	0.2793	0.2077	27	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	9501	1411	2844	1095	0.1293	0.278	0.1765	27	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	1721	811	2073	811	0.3203	0.2812	0.2995	27	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	8980	1894	5199	1624	0.1742	0.238	0.2012	35	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	7472	1173	3036	903	0.1357	0.2292	0.1705	35	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	1508	721	2163	721	0.3235	0.25	0.282	35	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	7189	1566	5489	1334	0.1789	0.1955	0.1868	45	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	5923	976	3195	744	0.1415	0.1889	0.1618	45	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	1266	590	2294	590	0.3179	0.2046	0.249	45	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	5964	1338	5687	1136	0.1832	0.1665	0.1745	50	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	4890	854	3287	652	0.1487	0.1655	0.1567	50	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	1074	484	2400	484	0.3107	0.1678	0.2179	50	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	4643	1029	5955	868	0.1814	0.1272	0.1495	60	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	3810	695	3405	534	0.1543	0.1356	0.1443	60	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	833	334	2550	334	0.2862	0.1158	0.1649	60	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	3071	618	6321	502	0.1675	0.0736	0.1023	75	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	2589	485	3570	369	0.1578	0.0937	0.1176	75	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	482	133	2751	133	0.2163	0.0461	0.076	75	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	2038	373	6543	280	0.1547	0.041	0.0648	90	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	1760	337	3695	244	0.1607	0.0619	0.0894	90	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	278	36	2848	36	0.1146	0.0125	0.0225	90	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	1605	300	6604	219	0.1575	0.0321	0.0533	99	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	1388	283	3737	202	0.1694	0.0513	0.0788	99	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	217	17	2867	17	0.0726	0.0059	0.0109	99	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	110	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	110	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	110	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	133	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	133	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	133	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	167	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	167	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	167	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	180	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	180	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	180	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	250	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	250	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	250	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	350	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	350	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	350	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	450	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	450	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	450	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	550	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	550	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	550	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	650	hgsvc	graphtyper	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	650	hgsvc	graphtyper	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	650	hgsvc	graphtyper	HG00733	highconf	geno	0.5
Total	7862	38870	11999	14254	0.8318	0.5429	0.657	0	hgsvc	graphtyper	NA19240	all	call	0.5
INS	6896	27955	5391	8022	0.8021	0.5981	0.6852	0	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	966	10915	6608	6232	0.9187	0.4854	0.6352	0	hgsvc	graphtyper	NA19240	all	call	0.5
Total	7780	38508	12110	14143	0.8319	0.5387	0.6539	2	hgsvc	graphtyper	NA19240	all	call	0.5
INS	6822	27738	5442	7971	0.8026	0.5943	0.6829	2	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	958	10770	6668	6172	0.9183	0.4807	0.6311	2	hgsvc	graphtyper	NA19240	all	call	0.5
Total	7726	38393	12153	14100	0.8325	0.5371	0.6529	3	hgsvc	graphtyper	NA19240	all	call	0.5
INS	6772	27638	5482	7931	0.8032	0.5913	0.6812	3	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	954	10755	6671	6169	0.9185	0.4805	0.6309	3	hgsvc	graphtyper	NA19240	all	call	0.5
Total	7623	37988	12323	13930	0.8329	0.5306	0.6482	4	hgsvc	graphtyper	NA19240	all	call	0.5
INS	6682	27412	5570	7843	0.804	0.5847	0.677	4	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	941	10576	6753	6087	0.9183	0.4741	0.6253	4	hgsvc	graphtyper	NA19240	all	call	0.5
Total	7568	37859	12391	13862	0.8334	0.528	0.6464	5	hgsvc	graphtyper	NA19240	all	call	0.5
INS	6629	27311	5632	7781	0.8047	0.5801	0.6742	5	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	939	10548	6759	6081	0.9183	0.4736	0.6249	5	hgsvc	graphtyper	NA19240	all	call	0.5
Total	7377	37278	12628	13625	0.8348	0.519	0.6401	7	hgsvc	graphtyper	NA19240	all	call	0.5
INS	6468	26967	5768	7645	0.8066	0.57	0.668	7	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	909	10311	6860	5980	0.919	0.4657	0.6182	7	hgsvc	graphtyper	NA19240	all	call	0.5
Total	6662	34814	13443	12810	0.8394	0.4879	0.6171	10	hgsvc	graphtyper	NA19240	all	call	0.5
INS	5806	25110	6253	7160	0.8122	0.5338	0.6442	10	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	856	9704	7190	5650	0.9189	0.44	0.5951	10	hgsvc	graphtyper	NA19240	all	call	0.5
Total	6620	34688	13512	12741	0.8397	0.4853	0.6151	12	hgsvc	graphtyper	NA19240	all	call	0.5
INS	5765	25025	6316	7097	0.8128	0.5291	0.641	12	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	855	9663	7196	5644	0.9187	0.4396	0.5947	12	hgsvc	graphtyper	NA19240	all	call	0.5
Total	6116	32567	14272	11981	0.8419	0.4564	0.5919	14	hgsvc	graphtyper	NA19240	all	call	0.5
INS	5303	23524	6753	6660	0.816	0.4965	0.6174	14	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	813	9043	7519	5321	0.9175	0.4144	0.5709	14	hgsvc	graphtyper	NA19240	all	call	0.5
Total	5329	28889	15500	10753	0.8443	0.4096	0.5516	21	hgsvc	graphtyper	NA19240	all	call	0.5
INS	4651	20980	7339	6074	0.8185	0.4528	0.5831	21	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	678	7909	8161	4679	0.921	0.3644	0.5222	21	hgsvc	graphtyper	NA19240	all	call	0.5
Total	4716	25166	16675	9578	0.8422	0.3648	0.5091	27	hgsvc	graphtyper	NA19240	all	call	0.5
INS	4138	18263	7890	5523	0.8153	0.4118	0.5472	27	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	578	6903	8785	4055	0.9227	0.3158	0.4706	27	hgsvc	graphtyper	NA19240	all	call	0.5
Total	3902	20626	18227	8026	0.8409	0.3057	0.4484	35	hgsvc	graphtyper	NA19240	all	call	0.5
INS	3449	14957	8717	4696	0.8126	0.3501	0.4894	35	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	453	5669	9510	3330	0.926	0.2593	0.4051	35	hgsvc	graphtyper	NA19240	all	call	0.5
Total	3278	16765	19544	6709	0.8365	0.2556	0.3916	45	hgsvc	graphtyper	NA19240	all	call	0.5
INS	2923	12309	9377	4036	0.8081	0.3009	0.4385	45	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	355	4456	10167	2673	0.9262	0.2082	0.34	45	hgsvc	graphtyper	NA19240	all	call	0.5
Total	2787	14512	20390	5863	0.8389	0.2233	0.3527	50	hgsvc	graphtyper	NA19240	all	call	0.5
INS	2508	10677	9862	3551	0.8098	0.2647	0.399	50	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	279	3835	10528	2312	0.9322	0.1801	0.3019	50	hgsvc	graphtyper	NA19240	all	call	0.5
Total	2273	11822	21407	4846	0.8387	0.1846	0.3026	60	hgsvc	graphtyper	NA19240	all	call	0.5
INS	2057	8769	10424	2989	0.81	0.2228	0.3495	60	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	216	3053	10983	1857	0.9339	0.1446	0.2504	60	hgsvc	graphtyper	NA19240	all	call	0.5
Total	1635	7860	22847	3406	0.8278	0.1297	0.2243	75	hgsvc	graphtyper	NA19240	all	call	0.5
INS	1485	6046	11202	2211	0.8028	0.1648	0.2735	75	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	150	1814	11645	1195	0.9236	0.0931	0.1691	75	hgsvc	graphtyper	NA19240	all	call	0.5
Total	1289	5810	23613	2640	0.8184	0.1006	0.1792	90	hgsvc	graphtyper	NA19240	all	call	0.5
INS	1183	4646	11608	1805	0.797	0.1346	0.2303	90	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	106	1164	12005	835	0.9165	0.065	0.1214	90	hgsvc	graphtyper	NA19240	all	call	0.5
Total	1084	4782	24053	2200	0.8152	0.0838	0.152	99	hgsvc	graphtyper	NA19240	all	call	0.5
INS	1008	3888	11853	1560	0.7941	0.1163	0.2029	99	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	76	894	12200	640	0.9216	0.0498	0.0945	99	hgsvc	graphtyper	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	110	hgsvc	graphtyper	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	110	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	110	hgsvc	graphtyper	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	133	hgsvc	graphtyper	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	133	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	133	hgsvc	graphtyper	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	167	hgsvc	graphtyper	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	167	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	167	hgsvc	graphtyper	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	180	hgsvc	graphtyper	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	180	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	180	hgsvc	graphtyper	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	250	hgsvc	graphtyper	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	250	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	250	hgsvc	graphtyper	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	350	hgsvc	graphtyper	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	350	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	350	hgsvc	graphtyper	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	450	hgsvc	graphtyper	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	450	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	450	hgsvc	graphtyper	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	550	hgsvc	graphtyper	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	550	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	550	hgsvc	graphtyper	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	650	hgsvc	graphtyper	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	650	hgsvc	graphtyper	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	650	hgsvc	graphtyper	NA19240	all	call	0.5
Total	33069	5552	16663	5552	0.1438	0.2499	0.1826	0	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	26514	3235	7391	3235	0.1087	0.3044	0.1602	0	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	6555	2317	9272	2317	0.2612	0.1999	0.2265	0	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	32846	5474	16741	5474	0.1428	0.2464	0.1808	2	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	26347	3183	7443	3183	0.1078	0.2995	0.1585	2	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	6499	2291	9298	2291	0.2606	0.1977	0.2248	2	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	32729	5445	16770	5445	0.1426	0.2451	0.1803	3	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	26245	3155	7471	3155	0.1073	0.2969	0.1576	3	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	6484	2290	9299	2290	0.261	0.1976	0.2249	3	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	32404	5371	16844	5371	0.1422	0.2418	0.1791	4	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	26033	3107	7519	3107	0.1066	0.2924	0.1562	4	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	6371	2264	9325	2264	0.2622	0.1954	0.2239	4	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	32266	5337	16878	5337	0.1419	0.2402	0.1784	5	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	25916	3076	7550	3076	0.1061	0.2895	0.1553	5	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	6350	2261	9328	2261	0.2626	0.1951	0.2239	5	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	31772	5229	16986	5229	0.1413	0.2354	0.1766	7	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	25589	2998	7628	2998	0.1049	0.2821	0.1529	7	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	6183	2231	9358	2231	0.2652	0.1925	0.2231	7	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	29130	4923	17292	4923	0.1446	0.2216	0.175	10	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	23403	2805	7821	2805	0.107	0.264	0.1523	10	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	5727	2118	9471	2118	0.27	0.1828	0.218	10	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	29019	4887	17328	4887	0.1441	0.22	0.1741	12	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	23320	2776	7850	2776	0.1064	0.2612	0.1512	12	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	5699	2111	9478	2111	0.2703	0.1822	0.2177	12	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	26961	4595	17620	4595	0.1456	0.2068	0.1709	14	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	21706	2613	8013	2613	0.1074	0.2459	0.1495	14	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	5255	1982	9607	1982	0.2739	0.171	0.2106	14	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	23292	4112	18103	4112	0.1501	0.1851	0.1658	21	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	18819	2384	8242	2384	0.1124	0.2244	0.1498	21	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	4473	1728	9861	1728	0.2787	0.1491	0.1943	21	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	19727	3657	18558	3657	0.1564	0.1646	0.1604	27	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	15917	2141	8485	2141	0.1186	0.2015	0.1493	27	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	3810	1516	10073	1516	0.2846	0.1308	0.1792	27	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	15617	3045	19170	3045	0.1632	0.1371	0.149	35	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	12564	1779	8847	1779	0.124	0.1674	0.1425	35	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	3053	1266	10323	1266	0.2931	0.1092	0.1591	35	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	12286	2509	19706	2509	0.1696	0.1129	0.1356	45	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	9952	1511	9115	1511	0.1318	0.1422	0.1368	45	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	2334	998	10591	998	0.2995	0.0861	0.1337	45	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	10367	2172	20043	2172	0.1732	0.0978	0.125	50	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	8403	1334	9292	1334	0.137	0.1255	0.131	50	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	1964	838	10751	838	0.2991	0.0723	0.1165	50	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	8214	1742	20473	1742	0.175	0.0784	0.1083	60	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	6669	1112	9514	1112	0.1429	0.1046	0.1208	60	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	1545	630	10959	630	0.2897	0.0544	0.0916	60	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	5280	1085	21130	1085	0.1705	0.0488	0.0759	75	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	4404	783	9843	783	0.151	0.0737	0.0991	75	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	876	302	11287	302	0.2564	0.0261	0.0474	75	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	3784	751	21464	751	0.1656	0.0338	0.0561	90	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	3237	606	10020	606	0.1577	0.057	0.0837	90	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	547	145	11444	145	0.2095	0.0125	0.0236	90	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	3005	598	21617	598	0.166	0.0269	0.0463	99	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	2594	497	10129	497	0.1608	0.0468	0.0725	99	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	411	101	11488	101	0.1973	0.0087	0.0167	99	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	110	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	110	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	110	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	133	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	133	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	133	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	167	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	167	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	167	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	180	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	180	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	180	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	250	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	250	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	250	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	350	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	350	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	350	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	450	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	450	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	450	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	550	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	550	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	550	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	650	hgsvc	graphtyper	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	650	hgsvc	graphtyper	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	650	hgsvc	graphtyper	NA19240	all	geno	0.5
Total	3166	20419	2641	4991	0.8658	0.654	0.7451	0	hgsvc	graphtyper	NA19240	highconf	call	0.5
INS	2966	16136	1419	2884	0.8447	0.6702	0.7474	0	hgsvc	graphtyper	NA19240	highconf	call	0.5
DEL	200	4283	1222	2107	0.9554	0.6329	0.7614	0	hgsvc	graphtyper	NA19240	highconf	call	0.5
Total	3153	20306	2672	4960	0.8656	0.6499	0.7424	2	hgsvc	graphtyper	NA19240	highconf	call	0.5
INS	2955	16060	1432	2871	0.8446	0.6672	0.7455	2	hgsvc	graphtyper	NA19240	highconf	call	0.5
DEL	198	4246	1240	2089	0.9554	0.6275	0.7575	2	hgsvc	graphtyper	NA19240	highconf	call	0.5
Total	3143	20296	2675	4957	0.8659	0.6495	0.7422	3	hgsvc	graphtyper	NA19240	highconf	call	0.5
INS	2945	16051	1434	2869	0.845	0.6667	0.7453	3	hgsvc	graphtyper	NA19240	highconf	call	0.5
DEL	198	4245	1241	2088	0.9554	0.6272	0.7573	3	hgsvc	graphtyper	NA19240	highconf	call	0.5
Total	3120	20178	2712	4920	0.8661	0.6447	0.7392	4	hgsvc	graphtyper	NA19240	highconf	call	0.5
INS	2923	15973	1454	2849	0.8453	0.6621	0.7426	4	hgsvc	graphtyper	NA19240	highconf	call	0.5
