type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
Total	0	0	9278	0	NA	0	NA	167	giab5	graphtyper	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	167	giab5	graphtyper	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	167	giab5	graphtyper	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	180	giab5	graphtyper	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	180	giab5	graphtyper	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	180	giab5	graphtyper	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	250	giab5	graphtyper	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	250	giab5	graphtyper	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	250	giab5	graphtyper	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	350	giab5	graphtyper	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	350	giab5	graphtyper	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	350	giab5	graphtyper	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	450	giab5	graphtyper	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	450	giab5	graphtyper	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	450	giab5	graphtyper	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	550	giab5	graphtyper	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	550	giab5	graphtyper	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	550	giab5	graphtyper	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	650	giab5	graphtyper	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	650	giab5	graphtyper	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	650	giab5	graphtyper	HG002	highconf	call	0.5
Total	8164	4036	5353	3925	0.3308	0.423	0.3713	0	giab5	graphtyper	HG002	highconf	geno	0.5
INS	4536	2596	2782	2489	0.364	0.4722	0.4111	0	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3628	1440	2571	1436	0.2841	0.3584	0.317	0	giab5	graphtyper	HG002	highconf	geno	0.5
Total	8113	4019	5370	3908	0.3313	0.4212	0.3709	2	giab5	graphtyper	HG002	highconf	geno	0.5
INS	4497	2582	2796	2475	0.3647	0.4696	0.4106	2	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3616	1437	2574	1433	0.2844	0.3576	0.3168	2	giab5	graphtyper	HG002	highconf	geno	0.5
Total	8085	4002	5387	3891	0.3311	0.4194	0.3701	3	giab5	graphtyper	HG002	highconf	geno	0.5
INS	4472	2565	2813	2458	0.3645	0.4663	0.4092	3	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3613	1437	2574	1433	0.2846	0.3576	0.317	3	giab5	graphtyper	HG002	highconf	geno	0.5
Total	8011	3971	5418	3860	0.3314	0.416	0.3689	4	giab5	graphtyper	HG002	highconf	geno	0.5
INS	4434	2538	2840	2431	0.364	0.4612	0.4069	4	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3577	1433	2578	1429	0.286	0.3566	0.3174	4	giab5	graphtyper	HG002	highconf	geno	0.5
Total	7986	3965	5423	3855	0.3318	0.4155	0.369	5	giab5	graphtyper	HG002	highconf	geno	0.5
INS	4410	2532	2845	2426	0.3647	0.4603	0.407	5	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3576	1433	2578	1429	0.2861	0.3566	0.3175	5	giab5	graphtyper	HG002	highconf	geno	0.5
Total	7884	3926	5461	3817	0.3324	0.4114	0.3677	7	giab5	graphtyper	HG002	highconf	geno	0.5
INS	4343	2497	2879	2392	0.3651	0.4538	0.4046	7	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3541	1429	2582	1425	0.2875	0.3556	0.3179	7	giab5	graphtyper	HG002	highconf	geno	0.5
Total	7598	3777	5606	3672	0.332	0.3958	0.3611	10	giab5	graphtyper	HG002	highconf	geno	0.5
INS	4119	2368	3004	2267	0.365	0.4301	0.3949	10	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3479	1409	2602	1405	0.2883	0.3506	0.3164	10	giab5	graphtyper	HG002	highconf	geno	0.5
Total	7565	3753	5630	3648	0.3316	0.3932	0.3598	12	giab5	graphtyper	HG002	highconf	geno	0.5
INS	4087	2344	3028	2243	0.3645	0.4255	0.3926	12	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3478	1409	2602	1405	0.2883	0.3506	0.3164	12	giab5	graphtyper	HG002	highconf	geno	0.5
Total	7229	3618	5761	3517	0.3335	0.3791	0.3548	14	giab5	graphtyper	HG002	highconf	geno	0.5
INS	3859	2239	3129	2142	0.3672	0.4064	0.3858	14	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3370	1379	2632	1375	0.2904	0.3431	0.3146	14	giab5	graphtyper	HG002	highconf	geno	0.5
Total	6708	3377	5991	3287	0.3349	0.3543	0.3443	21	giab5	graphtyper	HG002	highconf	geno	0.5
INS	3481	2052	3305	1966	0.3709	0.373	0.3719	21	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3227	1325	2686	1321	0.2911	0.3297	0.3092	21	giab5	graphtyper	HG002	highconf	geno	0.5
Total	6212	3171	6188	3090	0.338	0.333	0.3355	27	giab5	graphtyper	HG002	highconf	geno	0.5
INS	3143	1907	3441	1830	0.3776	0.3472	0.3618	27	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	3069	1264	2747	1260	0.2917	0.3144	0.3026	27	giab5	graphtyper	HG002	highconf	geno	0.5
Total	5581	2871	6481	2797	0.3397	0.3015	0.3195	35	giab5	graphtyper	HG002	highconf	geno	0.5
INS	2724	1692	3650	1621	0.3832	0.3075	0.3412	35	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	2857	1179	2831	1176	0.2921	0.2935	0.2928	35	giab5	graphtyper	HG002	highconf	geno	0.5
Total	4964	2514	6830	2448	0.3362	0.2638	0.2956	45	giab5	graphtyper	HG002	highconf	geno	0.5
INS	2321	1432	3902	1369	0.3816	0.2597	0.3091	45	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	2643	1082	2928	1079	0.2905	0.2693	0.2795	45	giab5	graphtyper	HG002	highconf	geno	0.5
Total	4558	2283	7050	2228	0.3337	0.2401	0.2793	50	giab5	graphtyper	HG002	highconf	geno	0.5
INS	2078	1284	4039	1232	0.3819	0.2337	0.29	50	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	2480	999	3011	996	0.2872	0.2486	0.2665	50	giab5	graphtyper	HG002	highconf	geno	0.5
Total	4012	1928	7393	1885	0.3246	0.2032	0.2499	60	giab5	graphtyper	HG002	highconf	geno	0.5
INS	1763	1061	4250	1021	0.3757	0.1937	0.2556	60	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	2249	867	3143	864	0.2782	0.2156	0.2429	60	giab5	graphtyper	HG002	highconf	geno	0.5
Total	3218	1424	7874	1404	0.3068	0.1513	0.2027	75	giab5	graphtyper	HG002	highconf	geno	0.5
INS	1338	802	4488	783	0.3748	0.1485	0.2127	75	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	1880	622	3386	621	0.2486	0.155	0.1909	75	giab5	graphtyper	HG002	highconf	geno	0.5
Total	2444	938	8358	920	0.2774	0.0992	0.1461	90	giab5	graphtyper	HG002	highconf	geno	0.5
INS	980	608	4680	591	0.3829	0.1121	0.1734	90	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	1464	330	3678	329	0.1839	0.0821	0.1135	90	giab5	graphtyper	HG002	highconf	geno	0.5
Total	2079	722	8572	706	0.2578	0.0761	0.1175	99	giab5	graphtyper	HG002	highconf	geno	0.5
INS	829	526	4761	510	0.3882	0.0968	0.155	99	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	1250	196	3811	196	0.1355	0.0489	0.0719	99	giab5	graphtyper	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	110	giab5	graphtyper	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	110	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	110	giab5	graphtyper	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	133	giab5	graphtyper	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	133	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	133	giab5	graphtyper	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	167	giab5	graphtyper	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	167	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	167	giab5	graphtyper	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	180	giab5	graphtyper	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	180	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	180	giab5	graphtyper	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	250	giab5	graphtyper	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	250	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	250	giab5	graphtyper	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	350	giab5	graphtyper	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	350	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	350	giab5	graphtyper	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	450	giab5	graphtyper	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	450	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	450	giab5	graphtyper	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	550	giab5	graphtyper	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	550	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	550	giab5	graphtyper	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	650	giab5	graphtyper	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	650	giab5	graphtyper	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	650	giab5	graphtyper	HG002	highconf	geno	0.5
Total	592	10988	7679	11365	0.9489	0.5968	0.7327	0	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	285	5666	5178	5876	0.9521	0.5316	0.6823	0	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	307	5322	2501	5489	0.9455	0.687	0.7958	0	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	580	10904	7755	11289	0.9495	0.5928	0.7299	2	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	276	5623	5214	5840	0.9532	0.5283	0.6798	2	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	304	5281	2541	5449	0.9456	0.682	0.7925	2	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	577	10865	7791	11253	0.9496	0.5909	0.7285	3	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	273	5584	5250	5804	0.9534	0.5251	0.6772	3	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	304	5281	2541	5449	0.9456	0.682	0.7925	3	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	572	10758	7892	11152	0.9495	0.5856	0.7244	4	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	269	5524	5304	5750	0.9536	0.5202	0.6732	4	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	303	5234	2588	5402	0.9453	0.6761	0.7884	4	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	567	10730	7917	11127	0.9498	0.5843	0.7235	5	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	264	5499	5328	5726	0.9542	0.518	0.6715	5	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	303	5231	2589	5401	0.9452	0.676	0.7882	5	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	547	10578	8070	10974	0.9508	0.5762	0.7176	7	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	247	5410	5415	5639	0.9563	0.5101	0.6653	7	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	300	5168	2655	5335	0.9451	0.6677	0.7825	7	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	506	10142	8499	10545	0.9525	0.5537	0.7003	10	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	224	5112	5709	5345	0.958	0.4835	0.6427	10	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	282	5030	2790	5200	0.9469	0.6508	0.7714	10	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	499	10091	8548	10496	0.9529	0.5511	0.6983	12	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	217	5062	5758	5296	0.9589	0.4791	0.639	12	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	282	5029	2790	5200	0.9469	0.6508	0.7714	12	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	459	9692	8944	10100	0.9548	0.5304	0.682	14	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	197	4807	6018	5036	0.9606	0.4556	0.6181	14	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	262	4885	2926	5064	0.9491	0.6338	0.76	14	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	402	8993	9650	9394	0.9572	0.4933	0.6511	21	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	170	4382	6439	4615	0.9627	0.4175	0.5824	21	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	232	4611	3211	4779	0.9521	0.5981	0.7347	21	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	352	8335	10324	8720	0.9595	0.4579	0.6199	27	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	153	4013	6814	4240	0.9633	0.3836	0.5487	27	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	199	4322	3510	4480	0.956	0.5607	0.7068	27	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	290	7484	11210	7834	0.9627	0.4114	0.5765	35	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	121	3537	7311	3743	0.9669	0.3386	0.5016	35	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	169	3947	3899	4091	0.9589	0.512	0.6676	35	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	250	6675	12045	6999	0.9639	0.3675	0.5321	45	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	103	3084	7782	3272	0.9677	0.296	0.4533	45	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	147	3591	4263	3727	0.9607	0.4665	0.628	45	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	215	6131	12619	6425	0.9661	0.3374	0.5001	50	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	89	2782	8102	2952	0.969	0.2671	0.4188	50	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	126	3349	4517	3473	0.9637	0.4347	0.5991	50	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	182	5409	13356	5688	0.9674	0.2987	0.4565	60	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	81	2405	8490	2564	0.9674	0.232	0.3742	60	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	101	3004	4866	3124	0.9675	0.391	0.5569	60	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	132	4396	14411	4633	0.9708	0.2433	0.3891	75	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	62	1900	9020	2034	0.9684	0.184	0.3092	75	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	70	2496	5391	2599	0.9727	0.3253	0.4875	75	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	98	3475	15391	3653	0.9726	0.1918	0.3204	90	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	45	1529	9423	1631	0.9714	0.1475	0.2561	90	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	53	1946	5968	2022	0.9735	0.2531	0.4017	90	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	75	3037	15851	3193	0.9759	0.1677	0.2862	99	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	36	1376	9587	1467	0.9745	0.1327	0.2336	99	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	39	1661	6264	1726	0.9771	0.216	0.3538	99	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	all	call	0.5
Total	2293	9284	9767	9203	0.8019	0.4851	0.6045	0	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	1254	4693	6346	4640	0.7891	0.4224	0.5503	0	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	1039	4591	3421	4563	0.8155	0.5715	0.672	0	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	2245	9238	9811	9159	0.8045	0.4828	0.6035	2	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	1218	4678	6359	4627	0.7934	0.4212	0.5503	2	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	1027	4560	3452	4532	0.8162	0.5676	0.6696	2	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	2224	9217	9832	9138	0.8056	0.4817	0.6029	3	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	1197	4657	6380	4606	0.7955	0.4193	0.5491	3	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	1027	4560	3452	4532	0.8162	0.5676	0.6696	3	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	2165	9163	9885	9085	0.8089	0.4789	0.6016	4	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	1166	4624	6412	4574	0.7986	0.4163	0.5473	4	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	999	4539	3473	4511	0.8196	0.565	0.6689	4	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	2143	9152	9896	9074	0.8103	0.4783	0.6015	5	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	1146	4614	6422	4564	0.801	0.4154	0.5471	5	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	997	4538	3474	4510	0.8199	0.5649	0.6689	5	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	2054	9070	9977	8993	0.8154	0.4741	0.5996	7	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	1086	4568	6467	4519	0.8079	0.4113	0.5451	7	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	968	4502	3510	4474	0.823	0.5604	0.6668	7	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	1867	8780	10260	8710	0.8246	0.4591	0.5898	10	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	971	4362	6669	4317	0.8179	0.393	0.5309	10	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	896	4418	3591	4393	0.8314	0.5502	0.6622	10	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	1841	8748	10292	8678	0.8261	0.4575	0.5889	12	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	946	4330	6701	4285	0.8207	0.39	0.5287	12	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	895	4418	3591	4393	0.8315	0.5502	0.6622	12	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	1669	8482	10554	8416	0.8356	0.4436	0.5795	14	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	856	4145	6885	4101	0.8288	0.3733	0.5148	14	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	813	4337	3669	4315	0.8421	0.5405	0.6584	14	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	1442	7953	11080	7890	0.8465	0.4159	0.5578	21	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	752	3797	7232	3754	0.8347	0.3417	0.4849	21	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	690	4156	3848	4136	0.8576	0.518	0.6459	21	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	1227	7461	11563	7407	0.8588	0.3905	0.5369	27	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	650	3511	7512	3474	0.8438	0.3162	0.46	27	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	577	3950	4051	3933	0.8725	0.4926	0.6297	27	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	974	6794	12223	6747	0.8746	0.3557	0.5057	35	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	519	3131	7888	3098	0.8578	0.282	0.4245	35	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	455	3663	4335	3649	0.8895	0.457	0.6038	35	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	798	6115	12895	6075	0.8846	0.3202	0.4702	45	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	441	2734	8279	2707	0.8611	0.2464	0.3832	45	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	357	3381	4616	3368	0.9045	0.4218	0.5753	45	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	666	5668	13338	5632	0.8949	0.2969	0.4459	50	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	377	2481	8529	2457	0.8681	0.2236	0.3556	50	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	289	3187	4809	3175	0.9169	0.3977	0.5548	50	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	549	5036	13963	5007	0.9017	0.2639	0.4083	60	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	328	2149	8856	2130	0.8676	0.1939	0.317	60	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	221	2887	5107	2877	0.9289	0.3603	0.5192	60	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	406	4113	14875	4095	0.9102	0.2159	0.349	75	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	253	1701	9297	1689	0.8705	0.1537	0.2613	75	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	153	2412	5578	2406	0.9404	0.3014	0.4565	75	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	315	3248	15737	3233	0.9116	0.1704	0.2871	90	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	204	1360	9635	1351	0.8696	0.123	0.2155	90	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	111	1888	6102	1882	0.9445	0.2357	0.3773	90	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	272	2828	16155	2815	0.9123	0.1484	0.2553	99	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	184	1216	9778	1208	0.8686	0.11	0.1953	99	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	88	1612	6377	1607	0.9482	0.2013	0.3321	99	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	all	geno	0.5
