type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
Total	126	393	25192	393	0.7572	0.0154	0.0302	250	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	91	214	15112	214	0.7016	0.014	0.0275	250	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	35	179	10080	179	0.8364	0.0174	0.0341	250	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	0	0	25585	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	0	0	15326	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	0	0	10259	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	0	0	25585	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	0	0	15326	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	0	0	10259	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	0	0	25585	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	0	0	15326	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	0	0	10259	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	0	0	25585	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	0	0	15326	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	0	0	10259	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	568	6148	1039	7011	0.9154	0.8709	0.8926	0	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	357	3797	451	4368	0.9141	0.9064	0.9102	0	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	211	2351	588	2643	0.9176	0.818	0.8649	0	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	530	5877	1325	6725	0.9173	0.8354	0.8744	2	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	328	3585	663	4156	0.9162	0.8624	0.8885	2	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	202	2292	662	2569	0.919	0.7951	0.8526	2	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	506	5807	1408	6642	0.9198	0.8251	0.8699	3	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	319	3528	731	4088	0.9171	0.8483	0.8814	3	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	187	2279	677	2554	0.9242	0.7905	0.8521	3	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	490	5681	1560	6490	0.9206	0.8062	0.8596	4	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	307	3409	876	3943	0.9174	0.8182	0.865	4	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	183	2272	684	2547	0.9255	0.7883	0.8514	4	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	474	5649	1598	6452	0.9226	0.8015	0.8578	5	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	293	3381	910	3909	0.9203	0.8112	0.8623	5	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	181	2268	688	2543	0.9261	0.7871	0.851	5	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	453	5574	1689	6361	0.9248	0.7902	0.8522	7	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	277	3320	985	3834	0.923	0.7956	0.8546	7	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	176	2254	704	2527	0.9276	0.7821	0.8487	7	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	410	5341	2001	6049	0.9287	0.7514	0.8307	10	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	254	3118	1259	3560	0.9247	0.7387	0.8213	10	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	156	2223	742	2489	0.9344	0.7703	0.8445	10	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	398	5283	2067	5983	0.9299	0.7432	0.8261	12	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	244	3072	1313	3506	0.9264	0.7275	0.815	12	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	154	2211	754	2477	0.9349	0.7666	0.8424	12	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	368	5116	2300	5750	0.9329	0.7143	0.8091	14	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	228	2921	1525	3294	0.9276	0.6835	0.7871	14	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	140	2195	775	2456	0.94	0.7601	0.8405	14	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	319	4693	2840	5210	0.9364	0.6472	0.7654	21	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	196	2579	1974	2845	0.9294	0.5904	0.7221	21	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	123	2114	866	2365	0.945	0.732	0.825	21	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	271	4325	3294	4756	0.941	0.5908	0.7259	27	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	164	2308	2304	2515	0.9337	0.5219	0.6695	27	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	107	2017	990	2241	0.9496	0.6936	0.8017	27	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	254	3974	3729	4321	0.9399	0.5368	0.6833	35	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	154	2083	2593	2226	0.9312	0.4619	0.6175	35	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	100	1891	1136	2095	0.9498	0.6484	0.7707	35	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	220	3366	4441	3609	0.9387	0.4483	0.6068	45	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	134	1746	2984	1835	0.9287	0.3808	0.5401	45	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	86	1620	1457	1774	0.9496	0.5491	0.6958	45	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	212	3090	4763	3287	0.9358	0.4083	0.5685	50	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	128	1617	3132	1687	0.9266	0.3501	0.5082	50	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	84	1473	1631	1600	0.9461	0.4952	0.6501	50	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	191	2648	5276	2774	0.9327	0.3446	0.5033	60	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	112	1401	3374	1445	0.926	0.2999	0.4531	60	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	79	1247	1902	1329	0.9404	0.4113	0.5723	60	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	161	2047	5962	2088	0.9271	0.2594	0.4054	75	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	93	1086	3720	1099	0.9211	0.2281	0.3657	75	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	68	961	2242	989	0.9339	0.3061	0.4611	75	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	149	1686	6350	1700	0.9188	0.2112	0.3435	90	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	87	893	3919	900	0.9112	0.1868	0.31	90	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	62	793	2431	800	0.9275	0.2476	0.3909	90	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	136	1520	6517	1533	0.9179	0.1904	0.3154	99	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	79	788	4024	795	0.9089	0.165	0.2793	99	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	57	732	2493	738	0.9278	0.2284	0.3666	99	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	114	1370	6669	1381	0.9232	0.1716	0.2894	110	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	68	687	4126	693	0.9099	0.1438	0.2484	110	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	46	683	2543	688	0.9369	0.2129	0.347	110	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	85	1030	7006	1044	0.9238	0.1297	0.2275	133	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	47	480	4331	488	0.9108	0.1013	0.1823	133	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	38	550	2675	556	0.9354	0.1721	0.2907	133	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	62	650	7392	658	0.9129	0.0817	0.15	167	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	34	281	4534	285	0.8921	0.0591	0.1109	167	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	28	369	2858	373	0.9295	0.1154	0.2053	167	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	54	565	7478	572	0.9128	0.0711	0.1319	180	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	31	236	4580	239	0.8839	0.0496	0.0939	180	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	23	329	2898	333	0.9347	0.1031	0.1857	180	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	17	181	7866	184	0.9141	0.0229	0.0447	250	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	11	79	4738	81	0.8778	0.0168	0.033	250	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	6	102	3128	103	0.9444	0.0319	0.0617	250	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	0	0	8050	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	0	0	4819	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	0	0	3231	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	0	0	8050	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	0	0	4819	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	0	0	3231	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	0	0	8050	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	0	0	4819	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	0	0	3231	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	0	0	8050	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
INS	0	0	4819	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
DEL	0	0	3231	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	highconf	call	0.5
Total	1364	5202	1676	5147	0.7923	0.7544	0.7729	0	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	1060	2959	1033	2906	0.7363	0.7378	0.737	0	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	304	2243	643	2241	0.8806	0.777	0.8256	0	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	1245	5049	1824	4999	0.8022	0.7327	0.7659	2	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	960	2853	1135	2804	0.7482	0.7119	0.7296	2	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	285	2196	689	2195	0.8851	0.7611	0.8184	2	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	1188	5016	1854	4969	0.8085	0.7283	0.7663	3	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	922	2829	1156	2783	0.7542	0.7065	0.7296	3	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	266	2187	698	2186	0.8916	0.758	0.8194	3	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	1125	4938	1926	4897	0.8144	0.7177	0.763	4	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	864	2756	1223	2716	0.7613	0.6895	0.7236	4	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	261	2182	703	2181	0.8932	0.7562	0.819	4	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	1095	4920	1942	4881	0.818	0.7154	0.7633	5	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	836	2742	1235	2704	0.7663	0.6865	0.7242	5	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	259	2178	707	2177	0.8937	0.7549	0.8185	5	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	1042	4883	1977	4846	0.8241	0.7102	0.7629	7	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	793	2714	1261	2678	0.7739	0.6799	0.7239	7	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	249	2169	716	2168	0.897	0.7517	0.8179	7	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	916	4743	2116	4707	0.8381	0.6899	0.7568	10	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	697	2595	1379	2560	0.7883	0.6499	0.7124	10	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	219	2148	737	2147	0.9075	0.7445	0.818	10	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	884	4705	2153	4670	0.8418	0.6844	0.755	12	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	671	2564	1409	2530	0.7926	0.6423	0.7096	12	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	213	2141	744	2140	0.9095	0.742	0.8173	12	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	818	4577	2280	4543	0.8484	0.6658	0.7461	14	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	620	2451	1521	2418	0.7981	0.6139	0.694	14	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	198	2126	759	2125	0.9148	0.7368	0.8162	14	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	674	4262	2589	4234	0.8635	0.6205	0.7221	21	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	499	2210	1756	2183	0.8158	0.5542	0.66	21	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	175	2052	833	2051	0.9214	0.7112	0.8028	21	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	566	3972	2873	3950	0.8753	0.5789	0.6969	27	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	412	2012	1948	1991	0.83	0.5055	0.6283	27	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	154	1960	925	1959	0.9272	0.6793	0.7841	27	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	496	3675	3164	3659	0.8811	0.5363	0.6668	35	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	356	1834	2120	1819	0.8374	0.4618	0.5953	35	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	140	1841	1044	1840	0.9293	0.638	0.7566	35	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	380	3156	3678	3145	0.8925	0.4609	0.6079	45	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	266	1573	2376	1563	0.8554	0.3968	0.5421	45	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	114	1583	1302	1582	0.9328	0.5485	0.6908	45	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	358	2898	3936	2887	0.89	0.4231	0.5735	50	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	246	1462	2487	1452	0.856	0.3686	0.5153	50	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	112	1436	1449	1435	0.9276	0.4976	0.6477	50	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	306	2490	4342	2481	0.8906	0.3636	0.5164	60	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	202	1278	2669	1270	0.8635	0.3224	0.4695	60	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	104	1212	1673	1211	0.921	0.4199	0.5768	60	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	232	1946	4883	1940	0.8935	0.2843	0.4314	75	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	143	1014	2930	1009	0.8764	0.2562	0.3965	75	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	89	932	1953	931	0.9128	0.3228	0.4769	75	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	204	1600	5229	1594	0.8869	0.2336	0.3698	90	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	126	831	3113	826	0.8683	0.2097	0.3378	90	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	78	769	2116	768	0.9079	0.2663	0.4118	90	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	179	1450	5378	1445	0.8901	0.2118	0.3422	99	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	107	741	3202	737	0.8738	0.1871	0.3082	99	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	72	709	2176	708	0.9078	0.2455	0.3865	99	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	147	1309	5518	1305	0.899	0.1913	0.3155	110	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	89	646	3296	643	0.8789	0.1632	0.2753	110	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	58	663	2222	662	0.9196	0.2295	0.3673	110	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	113	982	5843	980	0.8968	0.1436	0.2476	133	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	65	447	3494	445	0.873	0.113	0.2001	133	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	48	535	2349	535	0.9177	0.1855	0.3086	133	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	81	616	6208	615	0.8838	0.0901	0.1635	167	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	44	261	3679	260	0.8557	0.066	0.1225	167	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	37	355	2529	355	0.9056	0.1231	0.2167	167	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	69	537	6287	536	0.8861	0.0786	0.1444	180	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	38	221	3719	220	0.8533	0.0559	0.1049	180	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	31	316	2568	316	0.9107	0.1096	0.1957	180	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	23	171	6653	170	0.8814	0.0249	0.0484	250	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	16	72	3868	71	0.8182	0.018	0.0352	250	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	7	99	2785	99	0.934	0.0343	0.0662	250	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	highconf	geno	0.5
Total	9101	21349	3469	22784	0.7011	0.8679	0.7756	0	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	7022	10964	1560	11853	0.6096	0.8837	0.7215	0	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	2079	10385	1909	10931	0.8332	0.8513	0.8422	0	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	6939	17019	6600	19653	0.7104	0.7486	0.729	2	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	5430	8721	2964	10449	0.6163	0.779	0.6882	2	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	1509	8298	3636	9204	0.8461	0.7168	0.7761	2	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	6665	16589	6951	19302	0.7134	0.7352	0.7241	3	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	5210	8470	3169	10244	0.6192	0.7637	0.6839	3	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	1455	8119	3782	9058	0.848	0.7055	0.7702	3	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	6302	15936	7554	18699	0.7166	0.7123	0.7144	4	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	4899	8045	3593	9820	0.6215	0.7321	0.6723	4	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	1403	7891	3961	8879	0.849	0.6915	0.7622	4	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	6139	15703	7772	18481	0.7189	0.704	0.7114	5	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	4772	7910	3706	9707	0.6237	0.7237	0.67	5	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	1367	7793	4066	8774	0.8508	0.6833	0.7579	5	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	5904	15289	8224	18029	0.7214	0.6867	0.7036	7	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	4595	7689	3942	9471	0.6259	0.7061	0.6636	7	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	1309	7600	4282	8558	0.8531	0.6665	0.7483	7	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	5444	14449	9160	17093	0.7263	0.6511	0.6866	10	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	4244	7218	4474	8939	0.6297	0.6664	0.6475	10	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	1200	7231	4686	8154	0.8577	0.635	0.7297	10	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	5297	14213	9400	16853	0.7285	0.6419	0.6825	12	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	4131	7073	4623	8790	0.6313	0.6553	0.6431	12	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	1166	7140	4777	8063	0.8596	0.628	0.7258	12	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	5036	13628	10051	16202	0.7302	0.6171	0.6689	14	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	3910	6708	5060	8353	0.6318	0.6228	0.6273	14	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	1126	6920	4991	7849	0.8601	0.6113	0.7147	14	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	4268	12059	11747	14506	0.7386	0.5525	0.6321	21	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	3308	5829	6049	7364	0.638	0.549	0.5902	21	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	960	6230	5698	7142	0.8665	0.5562	0.6775	21	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	3402	10383	13781	12472	0.7532	0.4751	0.5827	27	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	2628	4939	7112	6301	0.6527	0.4698	0.5463	27	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	774	5444	6669	6171	0.8755	0.4806	0.6206	27	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	3108	9516	14892	11361	0.7538	0.4328	0.5499	35	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	2408	4441	7777	5636	0.6484	0.4202	0.5099	35	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	700	5075	7115	5725	0.8788	0.4459	0.5916	35	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	2628	8191	16486	9767	0.7571	0.372	0.4989	45	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	2017	3785	8622	4791	0.6524	0.3572	0.4616	45	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	611	4406	7864	4976	0.8782	0.3875	0.5377	45	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	2330	7411	17419	8834	0.7608	0.3365	0.4666	50	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	1778	3412	9113	4300	0.6574	0.3206	0.431	50	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	552	3999	8306	4534	0.8787	0.3531	0.5038	50	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	2001	6414	18676	7577	0.7622	0.2886	0.4187	60	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	1538	2927	9756	3657	0.6555	0.2726	0.3851	60	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	463	3487	8920	3920	0.8828	0.3053	0.4537	60	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	1573	5020	20347	5906	0.7614	0.225	0.3474	75	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	1191	2293	10577	2836	0.6582	0.2114	0.32	75	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	382	2727	9770	3070	0.8771	0.2391	0.3758	75	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	1329	4231	21277	4976	0.761	0.1895	0.3034	90	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	1010	1931	10988	2425	0.6566	0.1808	0.2835	90	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	319	2300	10289	2551	0.8782	0.1987	0.3241	90	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	1189	3825	21765	4488	0.7629	0.171	0.2794	99	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	907	1733	11245	2168	0.6564	0.1616	0.2594	99	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	282	2092	10520	2320	0.8812	0.1807	0.2999	99	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	1075	3417	22212	4041	0.7607	0.1539	0.256	110	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	815	1543	11462	1951	0.6544	0.1455	0.2381	110	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	260	1874	10750	2090	0.8782	0.1628	0.2747	110	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	827	2560	23176	3077	0.7558	0.1172	0.2029	133	hgsvc	hsvlr_graph	NA19240	all	call	0.5
